id,name,source_csv,gene name,log2FoldChange,source_xlxs
ZDB-GENE-091020-11,cobl,cell_proliferation,cobl,0.919736139355346,4dpl
ZDB-GENE-101001-2,col4a6,cell_proliferation,col4a6,0.615150893935504,4dpl
ZDB-GENE-020419-32,hdac1,cell_proliferation,hdac1,-0.105868386241577,4dpl
ZDB-GENE-040611-1,nrp1b,cell_proliferation,nrp1b,-0.29858072584514,4dpl
ZDB-GENE-050803-1,ezrb,cell_proliferation,ezrb,-0.371198832288728,4dpl
ZDB-GENE-040516-11,tcf12,cell_proliferation,tcf12,-0.0400599028362854,4dpl
ZDB-GENE-030516-4,ypel3,cell_proliferation,ypel3,-1.16843438688795,4dpl
ZDB-GENE-090311-6,plxna2,cell_proliferation,plxna2,0.0589592082547772,4dpl
ZDB-GENE-040831-4,gle1,cell_proliferation,gle1,-0.597486993374233,4dpl
ZDB-GENE-030131-5364,eif2b5,cell_proliferation,eif2b5,-0.0822458740226652,4dpl
ZDB-GENE-021226-3,lamc1,cell_proliferation,lamc1,-0.0903169300559689,4dpl
ZDB-GENE-030826-33,mvp,cell_proliferation,mvp,0.186351083162223,4dpl
ZDB-GENE-040426-1053,ttc9c,cell_proliferation,ttc9c,0.316836789926661,4dpl
ZDB-GENE-030710-2,rtn4b,cell_proliferation,rtn4b,0.116369539985711,4dpl
ZDB-GENE-021226-1,lamb1a,cell_proliferation,lamb1a,0.153539669884476,4dpl
ZDB-GENE-040426-2161,wls,cell_proliferation,wls,0.0509053812467436,4dpl
ZDB-GENE-090608-3,pcdh17,cell_proliferation,pcdh17,-0.047272959093037,4dpl
ZDB-GENE-980526-419,lmo2,cell_proliferation,lmo2,-0.254962234811537,4dpl
ZDB-GENE-021031-1,neo1a,cell_proliferation,neo1a,0.0608194050276472,4dpl
ZDB-GENE-030131-8256,ak5,cell_proliferation,ak5,-0.466751481384712,4dpl
ZDB-GENE-031002-2,pld1a,cell_proliferation,pld1a,0.399153866598284,4dpl
ZDB-GENE-060421-4643,bcl11aa,cell_proliferation,bcl11aa,-0.21698955756649,4dpl
ZDB-GENE-030131-5654,slc12a8,cell_proliferation,slc12a8,0.363117881201224,4dpl
ZDB-GENE-040822-29,agbl5,cell_proliferation,agbl5,0.247613285384857,4dpl
ZDB-GENE-980526-170,cdh11,cell_proliferation,cdh11,-0.193945202489907,4dpl
ZDB-GENE-030131-8783,cdc42,cell_proliferation,cdc42,-0.324670285014106,4dpl
ZDB-GENE-020910-1,id2a,cell_proliferation,id2a,-0.155353733801738,4dpl
ZDB-GENE-040812-2,caprin2,cell_proliferation,caprin2,-0.867638884339995,4dpl
ZDB-GENE-070619-1,dagla,cell_proliferation,dagla,0.0889653949141413,4dpl
ZDB-GENE-090311-1,gper1,cell_proliferation,gper1,-0.484798014305063,4dpl
ZDB-GENE-040312-3,cnr1,cell_proliferation,cnr1,-0.266275200949578,4dpl
ZDB-GENE-070912-532,ctnnd2b,cell_proliferation,ctnnd2b,-0.138383378538909,4dpl
ZDB-GENE-980605-30,tcf7l1a,cell_proliferation,tcf7l1a,0.0249353951477016,4dpl
ZDB-GENE-041111-205,cenpf,cell_proliferation,cenpf,2.23762795412067,4dpl
ZDB-GENE-000412-1,bdnf,cell_proliferation,bdnf,-0.584989976406686,4dpl
ZDB-GENE-081105-26,rapgef1a,cell_proliferation,rapgef1a,0.137749519448403,4dpl
ZDB-GENE-030131-7190,mecp2,cell_proliferation,mecp2,0.0933553725993128,4dpl
ZDB-GENE-040426-1021,ttc4,cell_proliferation,ttc4,0.0923407277398362,4dpl
ZDB-GENE-081105-95,grk5l,cell_proliferation,grk5l,0.212736305693532,4dpl
ZDB-GENE-130530-690,map1b,cell_proliferation,map1b,-0.200050335780363,4dpl
ZDB-GENE-030131-9416,taok2a,cell_proliferation,taok2a,0.12684654946464,4dpl
ZDB-GENE-110603-3,taok2b,cell_proliferation,taok2b,0.0225138250051755,4dpl
ZDB-GENE-040109-1,nop56,cell_proliferation,nop56,0.113815337774631,4dpl
ZDB-GENE-000201-9,anos1a,cell_proliferation,anos1a,-0.315853723707498,4dpl
ZDB-GENE-010126-2,ntrk2b,cell_proliferation,ntrk2b,-0.282448229824927,4dpl
ZDB-GENE-041114-174,cln3,cell_proliferation,cln3,0.129601876277479,4dpl
ZDB-GENE-081105-44,mfn2,cell_proliferation,mfn2,-0.0873650238002886,4dpl
ZDB-GENE-030901-1,mmp14a,cell_proliferation,mmp14a,0.307509692454952,4dpl
ZDB-GENE-030131-8003,atl1,cell_proliferation,atl1,-0.160790554608507,4dpl
ZDB-GENE-000427-7,tbx20,cell_proliferation,tbx20,-0.598064666164679,4dpl
ZDB-GENE-030131-6896,larp7,cell_proliferation,larp7,-0.352077284705806,4dpl
ZDB-GENE-040709-2,cpsf1,cell_proliferation,cpsf1,-0.0789246911975308,4dpl
ZDB-GENE-041124-3,ext2,cell_proliferation,ext2,0.0330643295569545,4dpl
ZDB-GENE-030616-511,abcc4,cell_proliferation,abcc4,1.16420442399485,4dpl
ZDB-GENE-030131-9686,slbp,cell_proliferation,slbp,-0.195356680782514,4dpl
ZDB-GENE-980526-274,her2,cell_proliferation,her2,1.95835670710609,4dpl
ZDB-GENE-060825-69,llgl1,cell_proliferation,llgl1,-0.10281218981678,4dpl
ZDB-GENE-040513-7,cdh23,cell_proliferation,cdh23,0.763837243468366,4dpl
ZDB-GENE-030616-572,scrib,cell_proliferation,scrib,0.123925088926529,4dpl
ZDB-GENE-030131-1033,agrn,cell_proliferation,agrn,-0.0562322978793882,4dpl
ZDB-GENE-010618-3,efnb3b,cell_proliferation,efnb3b,-0.273764728212382,4dpl
ZDB-GENE-020102-1,cxcr4a,cell_proliferation,cxcr4a,-0.919933978387246,4dpl
ZDB-GENE-070112-932,ogg1,cell_proliferation,ogg1,0.348533843492354,4dpl
ZDB-GENE-980526-115,nr2f1a,cell_proliferation,nr2f1a,-0.0664052867755879,4dpl
ZDB-GENE-030616-404,ap4s1,cell_proliferation,ap4s1,-0.0155212809538163,4dpl
ZDB-GENE-060607-11,epas1b,cell_proliferation,epas1b,-0.643480605077436,4dpl
ZDB-GENE-040426-2732,stmn4,cell_proliferation,stmn4,-0.800087427975441,4dpl
ZDB-GENE-030605-1,smarca4a,cell_proliferation,smarca4a,-0.0322461381241885,4dpl
ZDB-GENE-040718-266,rab11fip4a,cell_proliferation,rab11fip4a,-0.074571980308311,4dpl
ZDB-GENE-040426-1263,capn1a,cell_proliferation,capn1a,0.436694729448939,4dpl
ZDB-GENE-080204-34,kif22,cell_proliferation,kif22,0.269073240231352,4dpl
ZDB-GENE-041007-1,mybl2b,cell_proliferation,mybl2b,0.715208829715908,4dpl
ZDB-GENE-080220-21,rac3b,cell_proliferation,rac3b,-0.125916151929343,4dpl
ZDB-GENE-980526-255,fgfr1a,cell_proliferation,fgfr1a,0.567060156532411,4dpl
ZDB-GENE-031027-1,alk,cell_proliferation,alk,0.201309303208388,4dpl
ZDB-GENE-000526-1,hey2,cell_proliferation,hey2,-1.08142876580961,4dpl
ZDB-GENE-040428-1,rb1,cell_proliferation,rb1,0.000595382710144945,4dpl
ZDB-GENE-070209-277,ryk,cell_proliferation,ryk,0.192901277175078,4dpl
ZDB-GENE-030131-7635,unc119.2,cell_proliferation,unc119.2,-0.233832986892192,4dpl
ZDB-GENE-000208-4,zic1,cell_proliferation,zic1,0.224940581637935,4dpl
ZDB-GENE-140106-137,plxna1a,cell_proliferation,plxna1a,0.226303963145101,4dpl
ZDB-GENE-061110-61,ocrl,cell_proliferation,ocrl,-0.766436018424978,4dpl
ZDB-GENE-030616-571,auts2a,cell_proliferation,auts2a,0.195081021049118,4dpl
ZDB-GENE-081113-2,prokr1b,cell_proliferation,prokr1b,-0.129152665026796,4dpl
ZDB-GENE-020419-6,cct2,cell_proliferation,cct2,-0.163362498502895,4dpl
ZDB-GENE-980526-166,shha,cell_proliferation,shha,-0.639225896386889,4dpl
ZDB-GENE-041014-1,met,cell_proliferation,met,-0.115305991006243,4dpl
ZDB-GENE-041011-3,ppp1r12a,cell_proliferation,ppp1r12a,0.102571491625307,4dpl
ZDB-GENE-080204-126,exoc5,cell_proliferation,exoc5,0.0421163680298908,4dpl
ZDB-GENE-990415-55,tie1,cell_proliferation,tie1,-0.465249870242309,4dpl
ZDB-GENE-071004-19,trim35-28,cell_proliferation,trim35-28,-0.1607747041364,4dpl
ZDB-GENE-081027-4,bbs9,cell_proliferation,bbs9,-0.0485771135051568,4dpl
ZDB-GENE-050523-1,gli2b,cell_proliferation,gli2b,-0.127578213219109,4dpl
ZDB-GENE-030901-2,mmp14b,cell_proliferation,mmp14b,0.201832101738671,4dpl
ZDB-GENE-990415-267,foxg1a,cell_proliferation,foxg1a,-0.209485548127196,4dpl
ZDB-GENE-081016-1,appl1,cell_proliferation,appl1,0.223952539255078,4dpl
ZDB-GENE-040426-1512,asah1b,cell_proliferation,asah1b,-0.0697889519052069,4dpl
ZDB-GENE-040724-213,lama4,cell_proliferation,lama4,-0.0204251840092967,4dpl
ZDB-GENE-031219-7,myo5b,cell_proliferation,myo5b,-0.135436691141423,4dpl
ZDB-GENE-081015-2,rpgrb,cell_proliferation,rpgrb,-0.111774074405992,4dpl
ZDB-GENE-060526-113,nova1,cell_proliferation,nova1,0.0925879387104336,4dpl
ZDB-GENE-990415-67,efnb2a,cell_proliferation,efnb2a,-0.233342287985414,4dpl
ZDB-GENE-060503-709,thsd7aa,cell_proliferation,thsd7aa,-0.176259966304602,4dpl
ZDB-GENE-020419-24,mcm2,cell_proliferation,mcm2,0.822256756466641,4dpl
ZDB-GENE-040822-43,crbn,cell_proliferation,crbn,0.109728486963222,4dpl
ZDB-GENE-030131-341,hmgb1a,cell_proliferation,hmgb1a,1.1209242475164,4dpl
ZDB-GENE-041111-243,cep290,cell_proliferation,cep290,0.107923205058944,4dpl
ZDB-GENE-030219-51,mych,cell_proliferation,mych,0.48292002085248,4dpl
ZDB-GENE-020419-27,mcm7,cell_proliferation,mcm7,0.228601052265322,4dpl
ZDB-GENE-040121-1,mapk3,cell_proliferation,mapk3,-0.231904899424532,4dpl
ZDB-GENE-050213-1,slc35b2,cell_proliferation,slc35b2,-0.170538671940388,4dpl
ZDB-GENE-030805-5,tbx1,cell_proliferation,tbx1,0.778203174737299,4dpl
ZDB-GENE-120711-1,rp1l1a,cell_proliferation,rp1l1a,0.010933216654465,4dpl
ZDB-GENE-001103-3,fezf2,cell_proliferation,fezf2,-0.0136393784019895,4dpl
ZDB-GENE-040426-1010,fus,cell_proliferation,fus,-0.626836497587122,4dpl
ZDB-GENE-030131-6320,chd8,cell_proliferation,chd8,0.154711067014033,4dpl
ZDB-GENE-050107-4,pnpla6,cell_proliferation,pnpla6,0.13548719041341,4dpl
ZDB-GENE-030131-8656,rpl10,cell_proliferation,rpl10,-0.159162863018834,4dpl
ZDB-GENE-051220-1,lhx2b,cell_proliferation,lhx2b,-0.0969002184419859,4dpl
ZDB-GENE-000926-1,atoh7,cell_proliferation,atoh7,0.155897020553411,4dpl
ZDB-GENE-990714-26,lef1,cell_proliferation,lef1,0.238730856911811,4dpl
ZDB-GENE-030131-8369,aldoaa,cell_proliferation,aldoaa,-0.490928294436881,4dpl
ZDB-GENE-050417-22,cdk5r2a,cell_proliferation,cdk5r2a,-0.265114903449608,4dpl
ZDB-GENE-030131-4433,ppp4ca,cell_proliferation,ppp4ca,-0.0902664327755672,4dpl
ZDB-GENE-070130-1,nr0b1,cell_proliferation,nr0b1,1.11603117099314,4dpl
ZDB-GENE-990415-279,wnt8b,cell_proliferation,wnt8b,-1.13692713166577,4dpl
ZDB-GENE-020731-6,fmr1,cell_proliferation,fmr1,0.410643929146419,4dpl
ZDB-GENE-020122-1,meis1b,cell_proliferation,meis1b,-0.239792915640596,4dpl
ZDB-GENE-990706-8,gli2a,cell_proliferation,gli2a,0.18386218498448,4dpl
ZDB-GENE-030724-5,prickle1a,cell_proliferation,prickle1a,0.744091919340619,4dpl
ZDB-GENE-020507-3,vangl2,cell_proliferation,vangl2,-0.0630874469283871,4dpl
ZDB-GENE-980526-526,wnt1,cell_proliferation,wnt1,0.231923103744465,4dpl
ZDB-GENE-030721-1,cxcl12b,cell_proliferation,cxcl12b,-0.771785350264121,4dpl
ZDB-GENE-040426-2068,scinlb,cell_proliferation,scinlb,-0.821377267578929,4dpl
ZDB-GENE-040718-367,irf8,cell_proliferation,irf8,0.452419790073101,4dpl
ZDB-GENE-040426-2434,mcrs1,cell_proliferation,mcrs1,0.231555833431562,4dpl
ZDB-GENE-980526-44,ptch2,cell_proliferation,ptch2,-0.100304440122617,4dpl
ZDB-GENE-030109-2,ruvbl1,cell_proliferation,ruvbl1,-0.10777581419661,4dpl
ZDB-GENE-990415-30,alcama,cell_proliferation,alcama,-0.172705509594935,4dpl
ZDB-GENE-021223-1,dag1,cell_proliferation,dag1,-0.0829241458154148,4dpl
ZDB-GENE-040718-220,cdk5r1b,cell_proliferation,cdk5r1b,-0.383137220817623,4dpl
ZDB-GENE-080102-5,hdc,cell_proliferation,hdc,-0.37675140457889,4dpl
ZDB-GENE-980526-373,gdf6a,cell_proliferation,gdf6a,-0.906255284377757,4dpl
ZDB-GENE-090122-1,disc1,cell_proliferation,disc1,0.287829238028701,4dpl
ZDB-GENE-030131-667,ddx46,cell_proliferation,ddx46,0.350166415156678,4dpl
ZDB-GENE-041116-2,dmrta2,cell_proliferation,dmrta2,-0.264864996568066,4dpl
ZDB-GENE-011119-1,gpc4,cell_proliferation,gpc4,-0.565014723306861,4dpl
ZDB-GENE-050522-308,six6b,cell_proliferation,six6b,-0.479998177114989,4dpl
ZDB-GENE-030131-9123,mmp2,cell_proliferation,mmp2,-0.125448044434581,4dpl
ZDB-GENE-030131-1515,csrnp1b,cell_proliferation,csrnp1b,-0.732120443360497,4dpl
ZDB-GENE-030131-6244,znf644a,cell_proliferation,znf644a,0.105091742040383,4dpl
ZDB-GENE-980526-89,smo,cell_proliferation,smo,0.0359142664827886,4dpl
ZDB-GENE-041212-76,foxj1b,cell_proliferation,foxj1b,-0.492463304761974,4dpl
ZDB-GENE-990415-200,pax6a,cell_proliferation,pax6a,-0.0537955915035793,4dpl
ZDB-GENE-070424-152,klf8,cell_proliferation,klf8,-0.0789921531112679,4dpl
ZDB-GENE-980526-90,ascl1a,cell_proliferation,ascl1a,-0.272405628493741,4dpl
ZDB-GENE-040426-1156,enpp2,cell_proliferation,enpp2,0.322466593606098,4dpl
ZDB-GENE-011101-3,mab21l2,cell_proliferation,mab21l2,-0.0480421986257582,4dpl
ZDB-GENE-100805-1,adcy1b,cell_proliferation,adcy1b,0.270542139985228,4dpl
ZDB-GENE-040426-1357,cul4a,cell_proliferation,cul4a,0.196295437631541,4dpl
ZDB-GENE-050522-216,ptk7a,cell_proliferation,ptk7a,0.0358192171682115,4dpl
ZDB-GENE-010501-6,ehmt2,cell_proliferation,ehmt2,0.0925447861318823,4dpl
ZDB-GENE-990415-174,neurog1,cell_proliferation,neurog1,-0.0607987470880986,4dpl
ZDB-GENE-980526-403,nkx2.2a,cell_proliferation,nkx2.2a,-0.325907816227699,4dpl
ZDB-GENE-021231-3,wdr43,cell_proliferation,wdr43,0.327029216978887,4dpl
ZDB-GENE-020829-1,sim1a,cell_proliferation,sim1a,0.0428123646790085,4dpl
ZDB-GENE-080415-1,rest,cell_proliferation,rest,0.25879256382869,4dpl
ZDB-GENE-070912-179,chd7,cell_proliferation,chd7,0.161958947159322,4dpl
ZDB-GENE-040426-2536,cdipt,cell_proliferation,cdipt,-0.415103700097259,4dpl
ZDB-GENE-031002-48,tln1,cell_proliferation,tln1,-0.37213076849133,4dpl
ZDB-GENE-990415-72,fgf8a,cell_proliferation,fgf8a,-0.18878343042735,4dpl
ZDB-GENE-010131-2,cdk5,cell_proliferation,cdk5,0.0757530591678174,4dpl
ZDB-GENE-041008-136,top2b,cell_proliferation,top2b,0.0682765152924617,4dpl
ZDB-GENE-030404-2,mib1,cell_proliferation,mib1,0.113484839294186,4dpl
ZDB-GENE-011212-6,tfap2a,cell_proliferation,tfap2a,-0.0970911308447827,4dpl
ZDB-GENE-020809-4,adcyap1a,cell_proliferation,adcyap1a,-0.837160791423255,4dpl
ZDB-GENE-041010-89,adcyap1b,cell_proliferation,adcyap1b,-0.713696787986704,4dpl
ZDB-GENE-990415-183,notch1b,cell_proliferation,notch1b,-0.16521036374061,4dpl
ZDB-GENE-030131-9498,mettl3,cell_proliferation,mettl3,-0.171472364904771,4dpl
ZDB-GENE-010702-1,lmo4a,cell_proliferation,lmo4a,-0.102599432487963,4dpl
ZDB-GENE-120215-60,htr2ab,cell_proliferation,htr2ab,-0.345290915345798,4dpl
ZDB-GENE-990415-53,emx3,cell_proliferation,emx3,-0.179316563570369,4dpl
ZDB-GENE-030131-7859,jun,cell_proliferation,jun,-1.2936781737961,4dpl
ZDB-GENE-020111-2,cebpa,cell_proliferation,cebpa,-0.241366368974344,4dpl
ZDB-GENE-031118-20,fut8a,cell_proliferation,fut8a,-0.0578338870048607,4dpl
ZDB-GENE-990415-173,notch1a,cell_proliferation,notch1a,0.233284838922493,4dpl
ZDB-GENE-990415-47,dld,cell_proliferation,dld,0.143901389304773,4dpl
ZDB-GENE-050616-11,gja5b,cell_proliferation,gja5b,-0.697778318221161,4dpl
ZDB-GENE-001101-1,nos1,cell_proliferation,nos1,-0.418110646765692,4dpl
ZDB-GENE-000329-5,notch3,cell_proliferation,notch3,-0.349920958701766,4dpl
ZDB-GENE-001207-1,supt5h,cell_proliferation,supt5h,-0.0570213938202838,4dpl
ZDB-GENE-040707-1,irx1a,cell_proliferation,irx1a,-0.178840881386428,4dpl
ZDB-GENE-030131-4013,olig2,cell_proliferation,olig2,-0.880760397688654,4dpl
ZDB-GENE-980526-167,en2a,cell_proliferation,en2a,-0.182391198692359,4dpl
ZDB-GENE-030820-2,stat5a,cell_proliferation,stat5a,0.822963264651916,4dpl
ZDB-GENE-030321-1,gli1,cell_proliferation,gli1,0.323211219595051,4dpl
ZDB-GENE-980526-326,flt4,cell_proliferation,flt4,-0.00961541625175004,4dpl
ZDB-GENE-001207-3,arnt2,cell_proliferation,arnt2,0.0712514298005448,4dpl
ZDB-GENE-030131-555,krit1,cell_proliferation,krit1,-0.752391174854706,4dpl
ZDB-GENE-050407-3,phox2bb,cell_proliferation,phox2bb,-1.65319077809095,4dpl
ZDB-GENE-100204-2,pi4kaa,cell_proliferation,pi4kaa,0.448367658518525,4dpl
ZDB-GENE-041118-20,dvl2,cell_proliferation,dvl2,-0.104159258903215,4dpl
ZDB-GENE-120214-23,znf644b,cell_proliferation,znf644b,-0.312749746600731,4dpl
ZDB-GENE-050419-261,wtip,cell_proliferation,wtip,-0.296547198415657,4dpl
ZDB-GENE-000328-3,fzd8a,cell_proliferation,fzd8a,-0.126847249860864,4dpl
ZDB-GENE-050522-503,nr3c1,cell_proliferation,nr3c1,-0.0470656372325379,4dpl
ZDB-GENE-991110-8,tcf7l2,cell_proliferation,tcf7l2,0.235527790928789,4dpl
ZDB-GENE-031112-7,apc,cell_proliferation,apc,-0.0381306793561408,4dpl
ZDB-GENE-030131-5427,ofd1,cell_proliferation,ofd1,0.694358049563505,4dpl
ZDB-GENE-030131-9710,yap1,cell_proliferation,yap1,-0.726132172219381,4dpl
ZDB-GENE-010302-1,foxc1a,cell_proliferation,foxc1a,0.340701323603794,4dpl
ZDB-GENE-080521-3,kmt2a,cell_proliferation,kmt2a,0.175762008076082,4dpl
ZDB-GENE-030131-6090,ankle2,cell_proliferation,ankle2,-0.59789380644526,4dpl
ZDB-GENE-011207-1,sox10,cell_proliferation,sox10,-0.435397975850477,4dpl
ZDB-GENE-991228-4,etv5b,cell_proliferation,etv5b,-0.0923191883436363,4dpl
ZDB-GENE-990415-208,pdgfra,cell_proliferation,pdgfra,-0.323555634765816,4dpl
ZDB-GENE-990415-8,pax2a,cell_proliferation,pax2a,-0.199421603308443,4dpl
ZDB-GENE-041114-172,prdm12b,cell_proliferation,prdm12b,-0.304247238255146,4dpl
ZDB-GENE-050208-235,ambra1b,cell_proliferation,ambra1b,0.120527507244627,4dpl
ZDB-GENE-990415-9,acvr1l,cell_proliferation,acvr1l,0.126826831271484,4dpl
ZDB-GENE-030131-9814,rspo3,cell_proliferation,rspo3,0.553155162478778,4dpl
ZDB-GENE-080405-1,tert,cell_proliferation,tert,0.351278279185532,4dpl
ZDB-GENE-051101-1,wwtr1,cell_proliferation,wwtr1,0.030768004322956,4dpl
ZDB-GENE-061110-106,zdhhc15b,cell_proliferation,zdhhc15b,0.0493738627387132,4dpl
ZDB-GENE-000201-18,pbx4,cell_proliferation,pbx4,0.108765447851921,4dpl
ZDB-GENE-050302-113,nrg1,cell_proliferation,nrg1,-0.188294263169929,4dpl
ZDB-GENE-040426-1087,arl6ip1,cell_proliferation,arl6ip1,-0.092759307898684,4dpl
ZDB-GENE-040426-1495,polr1c,cell_proliferation,polr1c,0.195296429668559,4dpl
ZDB-GENE-020129-1,cacna1c,cell_proliferation,cacna1c,0.393728472802176,4dpl
ZDB-GENE-021030-4,cad,cell_proliferation,cad,-0.343607028057715,4dpl
ZDB-GENE-031001-8,ddx27,cell_proliferation,ddx27,0.410772630184291,4dpl
ZDB-GENE-040218-1,psenen,cell_proliferation,psenen,-0.318784512916932,4dpl
ZDB-GENE-050518-2,lrp5,cell_proliferation,lrp5,-0.140120682983638,4dpl
ZDB-GENE-050119-2,lrp2a,cell_proliferation,lrp2a,0.423075315761924,4dpl
ZDB-GENE-060223-2,kmt2d,cell_proliferation,kmt2d,0.110867448279101,4dpl
ZDB-GENE-050706-140,exosc3,cell_proliferation,exosc3,0.901070052636366,4dpl
ZDB-GENE-111104-2,ambra1a,cell_proliferation,ambra1a,0.137304576594414,4dpl
ZDB-GENE-040912-152,hars,cell_proliferation,hars,-0.218913601781413,4dpl
ZDB-GENE-021219-2,atp6v1h,cell_proliferation,atp6v1h,-0.357432235137651,4dpl
ZDB-GENE-050320-92,cdh6,cell_proliferation,cdh6,-0.161568145033639,4dpl
ZDB-GENE-040827-4,pkd2,cell_proliferation,pkd2,-0.147500600847025,4dpl
ZDB-GENE-030131-340,gldc,cell_proliferation,gldc,-0.209179422620371,4dpl
ZDB-GENE-010226-1,gdnfa,cell_proliferation,gdnfa,0.293739302650958,4dpl
ZDB-GENE-020513-1,cygb1,cell_proliferation,cygb1,0.403732449838229,4dpl
ZDB-GENE-030131-4449,etfa,cell_proliferation,etfa,-0.156229186216893,4dpl
ZDB-GENE-030131-6070,nipblb,cell_proliferation,nipblb,0.0154785497994905,4dpl
ZDB-GENE-030826-1,birc5a,cell_proliferation,birc5a,0.379153263597791,4dpl
ZDB-GENE-030131-5286,polr1a,cell_proliferation,polr1a,0.963894960091836,4dpl
ZDB-GENE-010906-2,ednraa,cell_proliferation,ednraa,-0.0142630734388794,4dpl
ZDB-GENE-070112-1042,vhl,cell_proliferation,vhl,-0.477052627231754,4dpl
ZDB-GENE-140811-1,lin28b,cell_proliferation,lin28b,0.343003423318891,4dpl
ZDB-GENE-990415-206,pes,cell_proliferation,pes,0.140116964087169,4dpl
ZDB-GENE-030131-1736,exosc8,cell_proliferation,exosc8,0.0981846707666025,4dpl
ZDB-GENE-030131-7637,lbhl,cell_proliferation,lbhl,-0.306090597289582,4dpl
ZDB-GENE-030131-433,setb,cell_proliferation,setb,-0.0501138514064776,4dpl
ZDB-GENE-030131-6654,tpp1,cell_proliferation,tpp1,-0.338720378573823,4dpl
ZDB-GENE-081105-56,kdm6a,cell_proliferation,kdm6a,0.0555912013618817,4dpl
ZDB-GENE-030131-4218,pcdh19,cell_proliferation,pcdh19,-0.0100917933325863,4dpl
ZDB-GENE-030616-605,pcgf1,cell_proliferation,pcgf1,0.448044283677705,4dpl
ZDB-GENE-040426-1569,eftud2,cell_proliferation,eftud2,0.11891246529775,4dpl
ZDB-GENE-000403-1,axin1,cell_proliferation,axin1,-0.0395584512692078,4dpl
ZDB-GENE-040625-147,rpl11,cell_proliferation,rpl11,-0.472276155628775,4dpl
ZDB-GENE-030131-3200,bptf,cell_proliferation,bptf,0.456760868242375,4dpl
ZDB-GENE-030131-4827,hhip,cell_proliferation,hhip,0.0310640028394742,4dpl
ZDB-GENE-030131-2453,top2a,cell_proliferation,top2a,1.23560812613777,4dpl
ZDB-GENE-040426-768,actr10,cell_proliferation,actr10,-0.170921843822028,4dpl
ZDB-GENE-080104-1,lepr,cell_proliferation,lepr,0.202983305311148,4dpl
ZDB-GENE-980526-87,wnt5b,cell_proliferation,wnt5b,-0.227342533415056,4dpl
ZDB-GENE-011026-1,sox32,cell_proliferation,sox32,-1.07738822208273,4dpl
ZDB-GENE-990415-238,rx3,cell_proliferation,rx3,0.248616696187655,4dpl
ZDB-GENE-040426-1621,zdhhc16a,cell_proliferation,zdhhc16a,0.164708140123028,4dpl
ZDB-GENE-060125-1,med12,cell_proliferation,med12,0.843143912521475,4dpl
ZDB-GENE-050706-192,amh,cell_proliferation,amh,2.25433727795952,4dpl
ZDB-GENE-050208-501,nfia,cell_proliferation,nfia,0.263666141626813,4dpl
ZDB-GENE-030131-994,rad21a,cell_proliferation,rad21a,0.0327801018882408,4dpl
ZDB-GENE-030131-4917,esf1,cell_proliferation,esf1,-0.0107214642395105,4dpl
ZDB-GENE-030131-6129,aldh7a1,cell_proliferation,aldh7a1,-0.253735775771492,4dpl
ZDB-GENE-030131-5378,mynn,cell_proliferation,mynn,0.128027233082925,4dpl
ZDB-GENE-040901-1,furina,cell_proliferation,furina,-0.069399641212586,4dpl
ZDB-GENE-991119-4,psen1,cell_proliferation,psen1,0.0612021871202864,4dpl
ZDB-GENE-111014-1,klf4,cell_proliferation,klf4,0.12905231671058,7dpl
ZDB-GENE-030131-5971,tnfrsf21,cell_proliferation,tnfrsf21,0.0809854317579407,7dpl
ZDB-GENE-060929-1258,igf2bp1,cell_proliferation,igf2bp1,0.0610315810007095,7dpl
ZDB-GENE-040622-1,zic5,cell_proliferation,zic5,0.149330231398747,7dpl
ZDB-GENE-050417-189,ecrg4a,cell_proliferation,ecrg4a,0.525126656709831,7dpl
ZDB-GENE-030131-2560,gas2l3,cell_proliferation,gas2l3,-0.0277807851300927,7dpl
ZDB-GENE-990415-96,id1,cell_proliferation,id1,0.423605909534055,7dpl
ZDB-GENE-991111-3,igf2a,cell_proliferation,igf2a,-0.276394660324931,7dpl
ZDB-GENE-100922-67,armc9,cell_proliferation,armc9,-0.0649557024174533,7dpl
ZDB-GENE-030131-2935,igf2b,cell_proliferation,igf2b,0.0174540632688736,7dpl
ZDB-GENE-980526-76,elavl3,cell_proliferation,elavl3,0.12459288021903,7dpl
ZDB-GENE-030131-2415,cav1,cell_proliferation,cav1,-0.897399940753637,7dpl
ZDB-GENE-990603-5,melk,cell_proliferation,melk,0.736491552223162,7dpl
ZDB-GENE-060208-3,ccdc28b,cell_proliferation,ccdc28b,0.093799747358782,7dpl
ZDB-GENE-210219-1,togaram1,cell_proliferation,togaram1,0.692963271288869,7dpl
ZDB-GENE-040426-1943,cluap1,cell_proliferation,cluap1,0.498393660996013,7dpl
ZDB-GENE-030323-1,fgfr2,cell_proliferation,fgfr2,0.291827617032389,7dpl
ZDB-GENE-101026-2,dnmbp,cell_proliferation,dnmbp,-0.372127955066249,7dpl
ZDB-GENE-030912-10,hcfc1a,cell_proliferation,hcfc1a,-0.0587732467491786,7dpl
ZDB-GENE-090313-277,wdr19,cell_proliferation,wdr19,0.28776972420872,7dpl
ZDB-GENE-030131-9877,llgl2,cell_proliferation,llgl2,0.355547296702692,7dpl
ZDB-GENE-110114-1,cyp2r1,cell_proliferation,cyp2r1,-0.0586077802860401,7dpl
